tag,B,family,point,delta_R_weighted_nonfail,delta_R_count,delta_R_count_nonfail,delta_clean_starts,delta_clean_ratio,delta_starts,delta_attack_starts,delta_busy_steps,delta_utilization,delta_failures,delta_attack_failures,delta_clean_failures,delta_cost_per_step,delta_D95,delta_expired,delta_horizon,delta_final_active_Tminus1,delta_unfinished_T,delta_idle_with_waiting,delta_competition_steps,delta_no_eligible_with_free_waiting,delta_expiry_with_free_slot
cfC_interleaved_1_seed20260612_off1320,1,B,Q90,-0.3493077742279026,-0.47159090909090906,-0.47159090909090906,-5,-0.1,-88,-83,-113,-0.20925925925925926,-2,0,-2,-6.595178908661048,-0.8499999999999943,-97,0,0,0,-129,-225,-129,-88
cfC_interleaved_1_seed20260612_off1320,1,D,FIXED,0.046858359957401396,0.051136363636363646,0.03977272727272729,0,0.0,9,9,6,0.011111111111111072,2,2,0,0.3707159547283876,0.15000000000000568,-9,0,0,0,-4,4,-4,-8
cfC_interleaved_1_seed20260612_off1320,2,A,ALL_ACCEPT,0.019169329073482677,0.07386363636363635,0.06818181818181812,42,0.84,55,13,55,0.05092592592592593,7,1,6,3.178689045222109,-1.0,-55,0,0,0,-147,-80,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,A,NONE_ACCEPT,-0.9696485623003196,-0.9261363636363636,-0.9147727272727273,-8,-0.16,-171,-163,-234,-0.21666666666666667,-5,-2,-3,-11.38958774811836,,-55,0,0,0,-147,-91,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,A,Q10,0.015974440894568787,0.0625,0.05681818181818177,25,0.5,36,11,36,0.033333333333333326,6,1,5,2.058615345440085,-1.0,-55,0,0,0,-147,-82,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,A,Q25,0.004792332268370392,0.017045454545454586,0.017045454545454475,2,0.04000000000000001,5,3,5,0.0046296296296296224,2,0,2,0.26237554937946506,-1.0,-55,0,0,0,-147,-82,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,A,Q50,-0.16773162939297126,-0.31818181818181823,-0.3068181818181819,-7,-0.14,-63,-56,-66,-0.061111111111111116,-5,-2,-3,-4.378407310056533,0.6499999999999915,-55,0,0,0,-147,-82,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,A,Q60,-0.21938232161874316,-0.38636363636363635,-0.375,-7,-0.14,-75,-68,-78,-0.07222222222222224,-5,-2,-3,-5.607422163417288,1.0,-55,0,0,0,-147,-82,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,A,Q70,-0.3322683706070291,-0.5227272727272727,-0.5113636363636365,-7,-0.14,-99,-92,-114,-0.10555555555555557,-5,-2,-3,-7.402952900379867,1.0,-55,0,0,0,-147,-83,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,A,Q80,-0.41906283280085244,-0.6136363636363636,-0.6022727272727273,-8,-0.16,-116,-108,-149,-0.13796296296296295,-5,-2,-3,-8.509083640947694,1.0,-55,0,0,0,-147,-83,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,A,Q90,-0.5788072417465392,-0.7215909090909091,-0.7102272727272727,-8,-0.16,-135,-127,-178,-0.16481481481481483,-5,-2,-3,-9.687672866481737,1.0,-55,0,0,0,-147,-87,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,B,ALL_ACCEPT,0.019169329073482677,0.07386363636363635,0.06818181818181812,42,0.84,55,13,55,0.05092592592592593,7,1,6,3.178689045222109,-1.0,-55,0,0,0,-147,-80,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,B,NONE_ACCEPT,-0.9696485623003196,-0.9261363636363636,-0.9147727272727273,-8,-0.16,-171,-163,-234,-0.21666666666666667,-5,-2,-3,-11.38958774811836,,-55,0,0,0,-147,-91,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,B,Q10,0.015974440894568787,0.0625,0.05681818181818177,26,0.52,37,11,37,0.03425925925925927,6,1,5,2.1717705165069265,-1.0,-55,0,0,0,-147,-83,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,B,Q25,0.0015974440894567232,0.005681818181818121,0.005681818181818121,0,0.0,1,1,1,0.0009259259259259134,2,0,2,0.06751669868057064,-1.0,-55,0,0,0,-147,-83,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,B,Q50,-0.12513312034078816,-0.2670454545454546,-0.25568181818181823,-6,-0.12,-53,-47,-54,-0.05000000000000002,-5,-2,-3,-3.793334970067309,-1.0,-55,0,0,0,-147,-83,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,B,Q60,-0.2247071352502661,-0.3920454545454546,-0.38068181818181823,-7,-0.14,-76,-69,-82,-0.07592592592592592,-5,-2,-3,-5.411132620336246,-1.0,-55,0,0,0,-147,-84,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,B,Q70,-0.3157614483493081,-0.48863636363636365,-0.4772727272727273,-7,-0.14,-93,-86,-115,-0.10648148148148148,-5,-2,-3,-6.553000235928111,-0.8500000000000085,-55,0,0,0,-147,-84,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,B,Q80,-0.40734824281150184,-0.5965909090909092,-0.5852272727272727,-7,-0.14,-112,-105,-138,-0.12777777777777777,-5,-2,-3,-8.097596916096164,0.09999999999999432,-55,0,0,0,-147,-84,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,B,Q90,-0.5228966986155488,-0.6931818181818182,-0.6818181818181819,-8,-0.16,-130,-122,-169,-0.1564814814814815,-5,-2,-3,-9.286014814722376,0.0,-55,0,0,0,-147,-87,-122,-55
cfC_interleaved_1_seed20260612_off1320,2,D,FIXED,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,1.0,0,0,0,0,0,0,0,0
cfD_tailheavy_0_seed20260621_off1380,1,A,ALL_ACCEPT,-0.03216974674880224,0.0292397660818714,0.023391812865497075,37,0.9024390243902439,42,5,53,0.09814814814814815,5,1,4,2.259664590109285,3.0,-42,0,0,0,-115,-70,-115,-38
cfD_tailheavy_0_seed20260621_off1380,1,A,NONE_ACCEPT,-0.7775496235455169,-0.7953216374269005,-0.783625730994152,-4,-0.0975609756097561,-140,-136,-178,-0.3296296296296296,-4,-2,-2,-9.032711365913574,,-72,0,0,0,-115,-250,-115,-66
cfD_tailheavy_0_seed20260621_off1380,1,A,Q10,-0.03216974674880224,0.0292397660818714,0.023391812865497075,19,0.46341463414634154,24,5,36,0.06666666666666671,4,1,3,1.4550085112846212,3.0,-42,0,0,0,-115,-78,-115,-38
cfD_tailheavy_0_seed20260621_off1380,1,A,Q25,-0.03627652292950034,-0.005847953216374213,-0.011695906432748537,2,0.04878048780487804,1,-1,13,0.02407407407407408,2,1,1,-0.016735889851712926,3.0,-42,0,0,0,-115,-85,-115,-38
cfD_tailheavy_0_seed20260621_off1380,1,A,Q50,-0.08487337440109521,-0.1871345029239766,-0.18128654970760227,-3,-0.07317073170731708,-35,-32,-23,-0.04259259259259257,-3,-1,-2,-2.8081110454488085,3.0,-42,0,0,0,-115,-110,-115,-38
cfD_tailheavy_0_seed20260621_off1380,1,A,Q60,-0.10951403148528416,-0.24561403508771928,-0.23391812865497075,-3,-0.07317073170731708,-45,-42,-34,-0.06296296296296294,-4,-2,-2,-3.540573716165258,3.0,-42,0,0,0,-115,-130,-115,-38
cfD_tailheavy_0_seed20260621_off1380,1,A,Q70,-0.13141683778234092,-0.29239766081871343,-0.2807017543859649,-3,-0.07317073170731708,-53,-50,-43,-0.0796296296296296,-4,-2,-2,-4.273232188780795,3.0,-42,0,0,0,-115,-136,-115,-38
cfD_tailheavy_0_seed20260621_off1380,1,A,Q80,-0.15879534565366182,-0.3508771929824561,-0.3391812865497076,-4,-0.0975609756097561,-64,-60,-62,-0.11481481481481479,-4,-2,-2,-5.378448115678274,3.0,-42,0,0,0,-115,-136,-115,-38
cfD_tailheavy_0_seed20260621_off1380,1,A,Q90,-0.0958247775496236,-0.30994152046783624,-0.2982456140350877,-4,-0.0975609756097561,-57,-53,-63,-0.11666666666666664,-4,-2,-2,-5.133490042413429,3.0,-64,0,0,0,-115,-142,-115,-58
cfD_tailheavy_0_seed20260621_off1380,1,B,ALL_ACCEPT,-0.007529089664613298,0.01754385964912286,0.01754385964912286,36,0.8780487804878049,39,3,41,0.07592592592592595,4,0,4,1.8061340203099707,-4.0,-39,0,0,0,-115,-84,-115,-42
cfD_tailheavy_0_seed20260621_off1380,1,B,NONE_ACCEPT,-0.7775496235455169,-0.7953216374269005,-0.783625730994152,-4,-0.0975609756097561,-140,-136,-178,-0.3296296296296296,-4,-2,-2,-9.032711365913574,,-72,0,0,0,-115,-250,-115,-66
cfD_tailheavy_0_seed20260621_off1380,1,B,Q10,-0.007529089664613298,0.01754385964912286,0.01754385964912286,19,0.46341463414634154,22,3,24,0.04444444444444445,3,0,3,1.133226245766556,-4.0,-40,0,0,0,-115,-92,-115,-42
cfD_tailheavy_0_seed20260621_off1380,1,B,Q25,-0.012320328542094527,-0.023391812865497075,-0.023391812865497075,0,0.0,-4,-4,-2,-0.0037037037037036535,0,0,0,-0.5520573320767621,-3.75,-40,0,0,0,-115,-99,-115,-42
cfD_tailheavy_0_seed20260621_off1380,1,B,Q50,-0.038329911019849505,-0.14035087719298245,-0.14035087719298245,-3,-0.07317073170731708,-27,-24,-25,-0.04629629629629628,-2,0,-2,-2.1925927915075833,-3.0,-46,0,0,0,-115,-118,-115,-46
cfD_tailheavy_0_seed20260621_off1380,1,B,Q60,-0.0684462696783027,-0.21637426900584789,-0.20467836257309935,-3,-0.07317073170731708,-40,-37,-38,-0.07037037037037036,-4,-2,-2,-3.3036647754237825,-2.950000000000003,-47,0,0,0,-115,-131,-115,-47
cfD_tailheavy_0_seed20260621_off1380,1,B,Q70,-0.09308692676249153,-0.26900584795321636,-0.2573099415204678,-3,-0.07317073170731708,-49,-46,-53,-0.09814814814814812,-4,-2,-2,-4.048093184081136,-3.5,-47,0,0,0,-115,-140,-115,-47
cfD_tailheavy_0_seed20260621_off1380,1,B,Q80,-0.10403832991101991,-0.29239766081871343,-0.2807017543859649,-3,-0.07317073170731708,-53,-50,-58,-0.1074074074074074,-4,-2,-2,-4.210514494819784,-3.299999999999997,-47,0,0,0,-115,-140,-115,-47
cfD_tailheavy_0_seed20260621_off1380,1,B,Q90,-0.12046543463381254,-0.32748538011695905,-0.3157894736842105,-4,-0.0975609756097561,-60,-56,-67,-0.12407407407407406,-4,-2,-2,-5.085602340842507,-2.9000000000000057,-49,0,0,0,-115,-140,-115,-48
cfD_tailheavy_0_seed20260621_off1380,1,D,FIXED,-0.038329911019849394,-0.005847953216374213,-0.011695906432748537,0,0.0,-1,-1,9,0.016666666666666663,1,1,0,-0.03657585722942791,3.0,1,0,0,0,-5,4,-5,2
cfD_tailheavy_0_seed20260621_off1380,2,A,ALL_ACCEPT,0.003422313483914974,0.0292397660818714,0.029239766081871288,35,0.8536585365853658,40,5,40,0.037037037037037035,3,0,3,2.0573451214850955,0.0,-40,0,0,0,-135,-62,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,A,NONE_ACCEPT,-0.9883641341546886,-0.9707602339181286,-0.9532163742690059,-6,-0.14634146341463414,-172,-166,-233,-0.21574074074074073,-6,-3,-3,-10.696142661735848,,-40,0,0,0,-135,-64,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,A,Q10,0.003422313483914974,0.0292397660818714,0.029239766081871288,17,0.41463414634146345,22,5,22,0.020370370370370372,2,0,2,1.3128932909244568,0.0,-40,0,0,0,-135,-62,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,A,Q25,-0.0006844626967829059,-0.005847953216374213,-0.005847953216374324,0,0.0,-1,-1,-1,-0.0009259259259259134,0,0,0,-0.15885111021187726,0.0,-40,0,0,0,-135,-62,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,A,Q50,-0.049281314168377555,-0.1871345029239766,-0.17543859649122806,-5,-0.12195121951219512,-37,-32,-37,-0.03425925925925924,-5,-2,-3,-2.950226265808973,0.0,-40,0,0,0,-135,-62,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,A,Q60,-0.07392197125256739,-0.24561403508771928,-0.22807017543859653,-5,-0.12195121951219512,-47,-42,-48,-0.044444444444444425,-6,-3,-3,-3.6826889365254223,0.0,-40,0,0,0,-135,-62,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,A,Q70,-0.09582477754962393,-0.29239766081871343,-0.2748538011695907,-5,-0.12195121951219512,-55,-50,-57,-0.05277777777777776,-6,-3,-3,-4.415347409140959,0.0,-40,0,0,0,-135,-62,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,A,Q80,-0.12320328542094461,-0.3508771929824561,-0.33333333333333337,-6,-0.14634146341463414,-66,-60,-76,-0.07037037037037036,-6,-3,-3,-5.520563336038438,0.0,-40,0,0,0,-135,-62,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,A,Q90,-0.24093086926762486,-0.4385964912280701,-0.42105263157894735,-6,-0.14634146341463414,-81,-75,-106,-0.09814814814814814,-6,-3,-3,-6.211905520839546,0.0,-40,0,0,0,-135,-64,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,B,ALL_ACCEPT,0.003422313483914974,0.0292397660818714,0.029239766081871288,35,0.8536585365853658,40,5,40,0.037037037037037035,3,0,3,2.0573451214850955,0.0,-40,0,0,0,-135,-62,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,B,NONE_ACCEPT,-0.9883641341546886,-0.9707602339181286,-0.9532163742690059,-6,-0.14634146341463414,-172,-166,-233,-0.21574074074074073,-6,-3,-3,-10.696142661735848,,-40,0,0,0,-135,-64,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,B,Q10,0.003422313483914974,0.0292397660818714,0.029239766081871288,17,0.41463414634146345,22,5,22,0.020370370370370372,2,0,2,1.3128932909244568,0.0,-40,0,0,0,-135,-62,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,B,Q25,-0.001368925393566145,-0.011695906432748537,-0.011695906432748537,-2,-0.04878048780487804,-4,-2,-4,-0.003703703703703709,-1,0,-1,-0.37239028691886134,0.0,-40,0,0,0,-135,-62,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,B,Q50,-0.04106776180698146,-0.16374269005847952,-0.1578947368421053,-5,-0.12195121951219512,-33,-28,-34,-0.03148148148148147,-4,-1,-3,-2.5505039285067443,0.0,-40,0,0,0,-135,-62,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,B,Q60,-0.07392197125256739,-0.24561403508771928,-0.22807017543859653,-5,-0.12195121951219512,-47,-42,-48,-0.044444444444444425,-6,-3,-3,-3.808035253148307,0.0,-40,0,0,0,-135,-62,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,B,Q70,-0.09856262833675589,-0.29824561403508765,-0.2807017543859649,-5,-0.12195121951219512,-56,-51,-63,-0.05833333333333332,-6,-3,-3,-4.55246366180566,0.0,-40,0,0,0,-135,-62,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,B,Q80,-0.10951403148528416,-0.3216374269005847,-0.30409356725146197,-5,-0.12195121951219512,-60,-55,-68,-0.06296296296296294,-6,-3,-3,-4.71488497254431,0.0,-40,0,0,0,-135,-62,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,B,Q90,-0.1423682409308692,-0.36842105263157887,-0.3508771929824561,-6,-0.14634146341463414,-69,-63,-81,-0.07499999999999998,-6,-3,-3,-5.665770987052988,0.0,-40,0,0,0,-135,-62,-112,-40
cfD_tailheavy_0_seed20260621_off1380,2,D,FIXED,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
cfD_tailheavy_1_seed20260622_off1440,1,A,ALL_ACCEPT,-0.04115226337448563,0.0357142857142857,0.0,26,0.896551724137931,32,6,39,0.07222222222222224,9,6,3,1.3300321746478687,0.0,-32,0,0,0,-94,-71,-94,-27
cfD_tailheavy_1_seed20260622_off1440,1,A,NONE_ACCEPT,-0.737997256515775,-0.75,-0.75,-3,-0.10344827586206896,-129,-126,-182,-0.337037037037037,-1,0,-1,-8.5778292974271,,-68,0,0,0,-94,-236,-94,-59
cfD_tailheavy_1_seed20260622_off1440,1,A,Q10,-0.04115226337448563,0.0357142857142857,0.0,12,0.4137931034482759,18,6,25,0.046296296296296335,8,6,2,0.33677118917274385,0.0,-32,0,0,0,-94,-71,-94,-27
cfD_tailheavy_1_seed20260622_off1440,1,A,Q25,-0.04389574759945136,0.011904761904761862,-0.023809523809523836,3,0.10344827586206896,5,2,12,0.022222222222222254,7,6,1,-0.1635019314850723,0.0,-32,0,0,0,-94,-71,-94,-27
cfD_tailheavy_1_seed20260622_off1440,1,A,Q50,-0.09327846364883385,-0.18452380952380953,-0.18452380952380953,-3,-0.10344827586206896,-34,-31,-28,-0.051851851851851816,-1,0,-1,-2.6248554863663394,0.0,-33,0,0,0,-94,-99,-94,-27
cfD_tailheavy_1_seed20260622_off1440,1,A,Q60,-0.12071330589849105,-0.24404761904761907,-0.24404761904761907,-3,-0.10344827586206896,-44,-41,-41,-0.0759259259259259,-1,0,-1,-3.379780674283383,0.0,-33,0,0,0,-94,-114,-94,-27
cfD_tailheavy_1_seed20260622_off1440,1,A,Q70,-0.14814814814814803,-0.30357142857142855,-0.30357142857142855,-3,-0.10344827586206896,-54,-51,-58,-0.1074074074074074,-1,0,-1,-4.222731519060486,0.0,-33,0,0,0,-94,-122,-94,-27
cfD_tailheavy_1_seed20260622_off1440,1,A,Q80,-0.15637860082304522,-0.32142857142857145,-0.32142857142857145,-3,-0.10344827586206896,-57,-54,-61,-0.11296296296296296,-1,0,-1,-4.5158199675359665,0.0,-36,0,0,0,-94,-122,-94,-30
cfD_tailheavy_1_seed20260622_off1440,1,A,Q90,-0.12071330589849094,-0.30357142857142855,-0.30357142857142855,-3,-0.10344827586206896,-54,-51,-67,-0.12407407407407406,-1,0,-1,-4.192779706535626,0.0,-52,0,0,0,-94,-124,-94,-43
cfD_tailheavy_1_seed20260622_off1440,1,B,ALL_ACCEPT,1.1102230246251565e-16,0.029761904761904767,0.017857142857142905,26,0.896551724137931,31,5,30,0.05555555555555558,5,2,3,1.297329348847109,-2.0,-31,0,0,0,-94,-79,-94,-32
cfD_tailheavy_1_seed20260622_off1440,1,B,NONE_ACCEPT,-0.737997256515775,-0.75,-0.75,-3,-0.10344827586206896,-129,-126,-182,-0.337037037037037,-1,0,-1,-8.5778292974271,,-68,0,0,0,-94,-236,-94,-59
cfD_tailheavy_1_seed20260622_off1440,1,B,Q10,1.1102230246251565e-16,0.029761904761904767,0.017857142857142905,12,0.4137931034482759,17,5,16,0.029629629629629617,4,2,2,0.30406836337198406,-2.0,-31,0,0,0,-94,-79,-94,-32
cfD_tailheavy_1_seed20260622_off1440,1,B,Q25,-0.004115226337448652,-0.011904761904761862,-0.017857142857142905,1,0.034482758620689655,-1,-2,-2,-0.003703703703703709,2,1,1,-0.5054971888269328,-2.0,-31,0,0,0,-94,-79,-94,-32
cfD_tailheavy_1_seed20260622_off1440,1,B,Q50,-0.03292181069958844,-0.125,-0.125,-3,-0.10344827586206896,-24,-21,-28,-0.051851851851851816,-1,0,-1,-1.9190479798672886,-2.0,-39,0,0,0,-94,-110,-94,-38
cfD_tailheavy_1_seed20260622_off1440,1,B,Q60,-0.07407407407407418,-0.2142857142857143,-0.2142857142857143,-3,-0.10344827586206896,-39,-36,-49,-0.09074074074074073,-1,0,-1,-3.041898944175661,-1.4500000000000028,-39,0,0,0,-94,-123,-94,-38
cfD_tailheavy_1_seed20260622_off1440,1,B,Q70,-0.08504801097393677,-0.23809523809523814,-0.23809523809523814,-3,-0.10344827586206896,-43,-40,-53,-0.09814814814814812,-1,0,-1,-3.5406804876115086,-1.25,-39,0,0,0,-94,-123,-94,-38
cfD_tailheavy_1_seed20260622_off1440,1,B,Q80,-0.09327846364883396,-0.25595238095238093,-0.25595238095238093,-3,-0.10344827586206896,-46,-43,-57,-0.10555555555555554,-1,0,-1,-3.7704451784587327,-1.1000000000000085,-39,0,0,0,-94,-125,-94,-38
cfD_tailheavy_1_seed20260622_off1440,1,B,Q90,-0.11248285322359386,-0.2857142857142857,-0.2857142857142857,-3,-0.10344827586206896,-51,-48,-63,-0.11666666666666664,-1,0,-1,-4.196361926653217,-1.0,-45,0,0,0,-94,-127,-94,-43
cfD_tailheavy_1_seed20260622_off1440,1,D,FIXED,-0.04663923182441709,-0.005952380952380931,-0.029761904761904767,0,0.0,-1,-1,6,0.011111111111111127,4,4,0,-0.4355954059144267,0.0,1,0,0,0,0,6,0,6
cfD_tailheavy_1_seed20260622_off1440,2,A,ALL_ACCEPT,0.00137174211248281,0.011904761904761862,0.011904761904761973,23,0.7931034482758621,25,2,25,0.02314814814814814,2,0,2,1.4229966077020535,0.0,-25,0,0,0,-91,-46,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,A,NONE_ACCEPT,-0.9862825788751715,-0.9880952380952381,-0.9523809523809523,-6,-0.20689655172413793,-172,-166,-256,-0.23703703703703705,-8,-6,-2,-10.62169394092156,,-25,0,0,0,-91,-61,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,A,Q10,0.00137174211248281,0.011904761904761862,0.011904761904761973,9,0.31034482758620696,11,2,11,0.010185185185185186,1,0,1,0.4297356222269286,0.0,-25,0,0,0,-91,-46,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,A,Q25,-0.00137174211248281,-0.011904761904761973,-0.011904761904761862,0,0.0,-2,-2,-2,-0.0018518518518518545,0,0,0,-0.07053749843088575,0.0,-25,0,0,0,-91,-46,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,A,Q50,-0.05349794238683114,-0.2142857142857143,-0.1785714285714285,-6,-0.20689655172413793,-42,-36,-43,-0.03981481481481483,-8,-6,-2,-2.729797000744151,0.0,-25,0,0,0,-91,-46,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,A,Q60,-0.08093278463648879,-0.27380952380952384,-0.23809523809523803,-6,-0.20689655172413793,-52,-46,-56,-0.05185185185185187,-8,-6,-2,-3.4847221886611957,0.0,-25,0,0,0,-91,-47,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,A,Q70,-0.10836762688614543,-0.33333333333333337,-0.29761904761904756,-6,-0.20689655172413793,-62,-56,-73,-0.06759259259259259,-8,-6,-2,-4.327673033438297,0.0,-25,0,0,0,-91,-47,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,A,Q80,-0.14128943758573398,-0.36904761904761907,-0.33333333333333326,-6,-0.20689655172413793,-68,-62,-81,-0.07500000000000001,-8,-6,-2,-4.83206926399301,0.0,-25,0,0,0,-91,-48,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,A,Q90,-0.23731138545953367,-0.4464285714285715,-0.4107142857142857,-6,-0.20689655172413793,-81,-75,-116,-0.10740740740740742,-8,-6,-2,-5.526096155515949,-1.0,-25,0,0,0,-91,-61,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,B,ALL_ACCEPT,0.00137174211248281,0.011904761904761862,0.011904761904761973,23,0.7931034482758621,25,2,25,0.02314814814814814,2,0,2,1.4229966077020535,0.0,-25,0,0,0,-91,-46,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,B,NONE_ACCEPT,-0.9862825788751715,-0.9880952380952381,-0.9523809523809523,-6,-0.20689655172413793,-172,-166,-256,-0.23703703703703705,-8,-6,-2,-10.62169394092156,,-25,0,0,0,-91,-61,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,B,Q10,0.00137174211248281,0.011904761904761862,0.011904761904761973,9,0.31034482758620696,11,2,11,0.010185185185185186,1,0,1,0.4297356222269286,0.0,-25,0,0,0,-91,-46,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,B,Q25,-0.002743484224965731,-0.029761904761904767,-0.023809523809523725,-2,-0.06896551724137931,-7,-5,-7,-0.006481481481481477,-1,-1,0,-0.3798299299719883,0.0,-25,0,0,0,-91,-46,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,B,Q50,-0.04252400548696833,-0.19047619047619047,-0.15476190476190466,-6,-0.20689655172413793,-38,-32,-42,-0.03888888888888889,-8,-6,-2,-2.455370675747531,0.0,-25,0,0,0,-91,-47,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,B,Q60,-0.08367626886145452,-0.27976190476190477,-0.24404761904761896,-6,-0.20689655172413793,-53,-47,-63,-0.05833333333333335,-8,-6,-2,-3.5782216400559044,0.0,-25,0,0,0,-91,-47,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,B,Q70,-0.09465020576131711,-0.3035714285714286,-0.2678571428571428,-6,-0.20689655172413793,-57,-51,-67,-0.06203703703703706,-8,-6,-2,-4.077003183491752,0.0,-25,0,0,0,-91,-47,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,B,Q80,-0.10288065843621441,-0.3214285714285715,-0.2857142857142857,-6,-0.20689655172413793,-60,-54,-71,-0.06574074074074074,-8,-6,-2,-4.306767874338976,0.0,-25,0,0,0,-91,-47,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,B,Q90,-0.1714677640603567,-0.386904761904762,-0.35119047619047616,-6,-0.20689655172413793,-71,-65,-88,-0.08148148148148149,-8,-6,-2,-5.008936608655761,0.0,-25,0,0,0,-91,-50,-76,-25
cfD_tailheavy_1_seed20260622_off1440,2,D,FIXED,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
